type,name
District,Srikakulam
District,Vishakapatnam
Crop,Co 6907
Crop,Co 7219
Crop,Co 8013
Crop,Co 8021
Crop,Co 7706
Crop,Co A 7602
Crop,Co A 89082
Crop,Co A 89085
Crop,87 A 397
Crop,Co T 8201
Crop,Co 6806
Crop,Co 62175
Disease,Grassy Shoot
State,Tn
Disease,Sugarcane Mosaic Virus
Disease,Black Shank
Pest,Aphis Maidis
Pest,Longiunguis Sacchari
Pest,M. Indosacchari
Pest,Proutista Moesta
Crop,Stenooaphorum Secondatum
Crop,S. Berberi
Crop,Co 419
Season,Winter Months
Pesticide,T. Harzianum
Disease,Nicotiana Virus I
Pest,Orobanche
Disease,Cercosporidium
Crop,Turnip
Disease,Cercospora Arachidicola
Disease,Cercospora Personatum
Crop,Arachis Glabarata
Pest,Parthenium Hysterophorous
Pest,Frankliniella Schultzei
Disease,Alternaria Sesami
Location,Tirupati
District,Anantapur
FarmerPractice,Crop Rotation With Millets
FarmerPractice,Intercropping With Bajra
FarmerPractice,Spacing Of 15X15 Cm
District,Chittoor District
Disease,Erysiphe Cichoracearum
Crop,Rajeshwari
Crop,Si-1926
Crop,Krr-2
Disease,Bacterial Leaf Spot
Pest,Pseudomonas Sasami
Pest,Ralstonia Syringae Pv. Sesami
Disease,Fusarium Oxysporum F.Sp. Ricini
Fungicide,Trichoderma Viride
Crop,Dch 32
Crop,Dch 177
Crop,Dch 519
Crop,Gch 4
Crop,Gch 5
Crop,Gch 6
Disease,Botrytis Ricini
Disease,Sclerotinia Ricini
Disease,Phytophthora Blight
Disease,Stem Blight
Crop,Bdn 1
Crop,Icpl 150
Crop,Icpl 288
Crop,Icpl 304
Crop,Kpbr 80-1-4
State,M.P.
District,Telangana
Soil,Low-Lying Soils
Soil,Acidic Soils
Nutrient,High Nitrogen
Weather,Warm Moist Weather
Weather,Drizzling Rain
Pesticide,Ridomyl Mz
Disease,Fusarium Oxysporum F. Sp. Udum
Crop,Asha (Icpl 87119)
Crop,Maruti (Icp 8863)
Crop,Lakshmi (Icpl 85063)
Crop,Durga (Icpl 84031)
Crop,Prg 100
Crop,Prg 158
Crop,Muktha
Crop,Prabhat
Crop,Sharada
Crop,Iccv 10
Disease,Protomycopsis Patelii
Crop,Lgg 407
Crop,Lgg 450
Crop,Lgg 421
Crop,Wgg 295
Crop,Pusa 105
Disease,Angular Black Spot Disease
Pesticide,Pseudonomas Fluorescens
Fertilizer,Gliricidia Maculate
Weather,30 0 C
Season,Dry Season
Irrigation,Canals
Irrigation,Tube Wells
FarmerPractice,Pagrexco
FarmerPractice,Smallholder Farmers
FarmerPractice,Climate-Resilient Agricultural Systems
FarmerPractice,Agriculture Innovation
FarmerPractice,Farm Mechanization
FarmerPractice,Modern Technologies
Technology,Blockchain Technology
Technology,Remote Sensing
Technology,Drone
Technology,Artificial Intelligence
Technology,Machine Learning
FarmerPractice,Weather Risk Management
Crop,Crop Diversity
FarmerPractice,Agriculture Advisory Services
Location,Agriculture Ecosystem
Weather,Satellite Imagery
Weather,Weather Data
Soil,Soil Data
Location,Agro Climatic Zone
Soil,Fallow Land
FarmerPractice,Mixed Cropping
FarmerPractice,Plant Row Spacing Ratios
Nutrient,Crop Yield Prediction
Nutrient,Crop Acreage Estimation
Weather,Weather Pattern
FarmerPractice,Sowing
Nutrient,Crop Health
Department,Agriculture Department
FarmerPractice,Mobile Application
FarmerPractice,Satellite Data
FarmerPractice,Blockchain Platform
Pest,Desert Locust
Pest,Schistocerca Gregaria
Pest,Bombay-Locust
Pest,Patanga Succincta
Pest,Migratory Locust
Crop,Calotropis Procera
Crop,Melia Azedarach
Crop,Datura Stramonium
Location,Faridabad
Pest,Amsacta Moorei
Pest,Spilarctia Obliqua
Crop,Glwra
Crop,Mung
Crop,Math
Crop,Chilies
Pest,Red Pumpkin-Beetle
Pest,Blue Pumpkin-Beetle
Pest,Red Vegetable Mite
Crop,Fig
Soil,Vegetable Matter
Location,Northwestern India
Pesticide,Dimethoate 30Ec
Pesticide,Oxydemeton Methyl 25Ec
Disease,Chaetothyrium Mangiferae
Pest,Mango Mealybug
Pest,Drosicha Mangiferae
Pesticide,Methyl Parathion 50 Ec
Pesticide,Carbaryl 50 Wp
Pest,Batocera Rufomaculata
Pest,Batocera Rubus
Pesticide,Quinalphos 25 Ec
Pest,Trichogramma Evanescens
Pest,Telenomus Sp
Pest,Brachymerria Sp
Season,April-May
Season,October-January
Location,Northwestern Part Of India
Pesticide,Dd-136
Pesticide,Neem Seed Extract
Pesticide,Dichlorvos 76 Ec
Pesticide,Monocrotofos 36 Sl
Pest,Anar Butterfly
Pest,Virachola Isocrates
Pest,Deudorix Isocrates
Pest,Carpomyia Visuviana
Crop,Zizyphus Mauritiana
Crop,Z. Jujube
Crop,Z. Sativa
Pesticide,Chloropyrifos 20 Ec
Pest,San Jose Scale
Pest,Quadraspidiotus Perniciosus
Pest,Eriosoma Lanigerum
Crop,Crab-Apple
Crop,Hawthorn
Pesticide,Oxy De Meton Methyl
Pesticide,Malathion 50Ec
Pesticide,Cypermethrin 25Ec
Pest,Aphididae
Pest,Coccinella Septumpunctata
Pest,Seed Midge
Pest,Dasyneura Leguminicola
Crop,Clover
Pest,Rice Weevil
Pest,Sitophilus Oryzae
Pest,Lesser Grain Borer
Pest,Rhyzopertha Dominica
Pest,Gram Dhora
Pest,Callosobruchus Chinensis
Pest,Mung Dhora
Pest,Callosobruchus Analis
Pest,Angoumois Grain Moth
Pest,Sitotroga Cerealella
Pest,Red Rust Floor Beetle
Pest,Tribolium Castaneum
Pest,Khapra Beetle
Pest,Trogoderma Granarium
Pest,Rice Moth
Pest,Corcyra Cephalonica
Pest,Almond Moth
Pest,Ephestia Cautella
Pest,Indian Meal Moth
Pest,Plodia Interpunctella
Crop,Flower Buds
Crop,Jasmine
Fertilizer,Activated Kaolin
Fertilizer,Neem Seed Kernels
Fertilizer,Acorus Calamus
Pest,Birds
Pest,Rats
Pest,House Mouse
Pest,House Rat
Pest,Brown Rat
Soil,Pusa Bin
FarmerPractice,Bulk Storage
FarmerPractice,Silo
Pesticide,Isofenphos
Pesticide,Fenvalerate
Pesticide,Fenitrothion
Pesticide,Trichlorphon
District,Kurukshetra
District,Yamunanagar
District,Karnal
District,Sonipat
District,Rohtak
District,Faridabad
District,Panipat
Season,April-June
Pesticide,Dursban
Pest,Gram Pod-Borer
Crop,Mungbean
Crop,Urdbean
Pest,Mustard Aphid
Pest,Mustard Sawfly
Pest,Painted Bug
Crop,Cruciferous Plants
Pest,Epiricania Melanoleuca
Pest,Epipyrops Melanoleuca
Pest,Menochilus Sexmaculatus
Pest,Lschiodon Javana
Pesticide,Trizophos
Season,February-March
Location,Tropical And Subtropical Regions
Crop,Lablab
Crop,Til
State,Maharastra
Crop,American Cotton
Pesticide,Formothion
Pesticide,Oxydemeton Methyl
Pest,B. Tabaci
Disease,Cotton Leaf Curl
Disease,Leaf Curl Disease Of Tobacco
Disease,Vein Clearing Disease Of Okra
Disease,Leaf Curl Of Sesame
Crop,F1861
Crop,F1378
Crop,F846
Crop,Lh1556
Crop,Hybrid Lh144
Pest,Pyrrhocoridae
Pesticide,Formothion 25Ec
Pesticide,Imidacloprid 200 Sl
Pesticide,Acatamiprid 20Sp
Pesticide,Thiamethoxam 25Wg
Pest,Trichogramma Brasilience
Pest,Tomato Fruit Borer
Fertilizer,Nitrogen Fertilizers
Crop,Hollyhock
Crop,Kangi Buti
Pest,Dysdercus Koennigii
Pesticide,Acatamiprid
Pesticide,Trichogramma Spp.
Location,Northern India
Pesticide,Quinolphos 25 Ec
Pesticide,Deltamethrin 2.8 Ec
Pesticide,Thiodicarb75 Sp
Pesticide,Ethion 50 Ec
Pesticide,Indaxocarb 14.5 Sc
Pesticide,Spinosad 45 Sc
Pesticide,Alphamethrin 10 Ec
Pesticide,Chlozopyriphos 20Ec
Crop,Juwar
Pesticide,Fenthion
Pesticide,Thiuram (Tmtd)
Pest,Soft-Furred Field Rat
Pest,Indian Gerbil
Pest,Indian Field Mouse
Location,North India
Pest,Tatera Indica
Pest,Mus Booduga
Crop,Paddy Grains
Season,Monsoons
FarmerPractice,Removal Of Burrows
FarmerPractice,Rodent Proof Containers
FarmerPractice,Plastering Structure
FarmerPractice,Trapping Of Rats
Pest,Snakes
Pest,Owls
Pest,Eagles
Pest,Mongooses
Pest,Cats
FarmerPractice,Sickle
FarmerPractice,Combine Harvester
FarmerPractice,Thresher
FarmerPractice,Harrow
FarmerPractice,Cultivator
FarmerPractice,Hand Hoe
FarmerPractice,Zero Till Ferti Seed Drill
FarmerPractice,Ridge Planter
FarmerPractice,Khurpi
FarmerPractice,Hand Weeder
FarmerPractice,Power Tiller
FarmerPractice,Laser Leveler
FarmerPractice,Leveler
FarmerPractice,Seed-Cum-Fertilizer Drill
FarmerPractice,Seed Drill
Pesticide,Agro Chemicals
Weather,Water
Pesticide,Imidachlorprid
Pest,Weevil
Disease,Bunchy Top Disease
Pesticide,Trithion
Pesticide,Sulphur Dioxide
Crop,Grape
Location,Mysore
Location,Punjab
Crop,Grapes
FarmerPractice,Packing
FarmerPractice,Pre-Cooling
Weather,Ethylene-Free Air
Weather,Controlled Atmosphere
Location,Himalayan Region
Location,South Gujarat
State,Mysore
State,Madras
Location,Coastal Region
Location,Andaman And Nicobar Islands
Location,Laccadive
Location,Minicoy
Location,Amindivi Islands
Location,Northern Mountain Region
Location,Northern Plains
Location,Northern Rajasthan
Location,Northeastern Region
Location,Northeastern Borderland
Location,Central Region
Pest,Cattle
Pest,Buffalo
Pest,Sheep
Pest,Goat
Pest,Camel
FarmerPractice,Fishing
FarmerPractice,Slash-And-Burn Farming
Crop,Sesame Seed
Crop,Sweet Potatoes
Crop,Castor Seed
Pest,Goats
Pest,Buffaloes
Pest,Poultry
Location,Konkan Coast
Location,Konkan Region
Location,Malabar And Kannara Region
Location,Southeastern Region
Location,Laccadive Islands
Location,Minicoy Islands
Location,Andaman Islands
Location,Nicobar Islands
Soil,Deccan Plateau
Soil,Black Cotton Soils
Soil,Coastal Sandy Soils
Weather,"1,000 Mm"
Weather,"2,000 Mm"
Weather,"3,000 Mm"
Weather,500 Mm
Weather,750 Mm
Weather,"1,400 Mm"
Weather,"1,600 Mm"
Soil,Fertile Soil
Nutrient,High Yielding Varieties Of Seeds
Location,Adilabad
District,Ghazipur
State,Iowa
Crop,Sugarbeet
Irrigation,Tubewell
FarmerPractice,Co-Operative Society
Crop,Jujube
Crop,Dates
Crop,Hemp
Crop,Plantain
Crop,Sandalwood
Crop,Cattle
Crop,Sheep
Crop,Goat
Crop,Elephant
Location,Kaveri
Location,Ganges
Location,Narmada Valley
Location,Bengal
Location,Chennai
Location,South Asia
Location,Southeast Asia
Location,Indus Valley Civilization
Location,Grand Anicut Dam
Location,Bhakra Dam
Location,Rampur Canal
Location,Chopani-Mando
Location,Mahagara
Location,Vindhyan Hills
Location,Malabār Coast
Location,Islamic Spain
Location,Middle East
FarmerPractice,Ayurveda
FarmerPractice,Fallowing
FarmerPractice,Systematic Ploughing
FarmerPractice,Manuring
FarmerPractice,Crop Protection
Weather,Double Monsoons
Weather,Summer Monsoons
Weather,Winter Monsoons
FarmerPractice,Yellow Revolution
FarmerPractice,Operation Flood
District,Thanjavur
Season,1950S
Season,1960S
Season,1991
Season,1990S
Season,1970-1996
Season,1973-2002
State,Uttaranchal
State,Tamilnadu
State,Karnatak
Location,Malwa
Location,Sutlej River
Irrigation,Deep Groundwater
Soil,Seawater
Disease,Theileriosis
FarmerPractice,Bypass Protein Feed
Fertilizer,Urea-Molasses Mineral Blocks
Crop,Marine Fish
Crop,Inland Fisheries
Crop,Shrimps
FarmerPractice,Brown Revolution
District,Visakhapatnam
Location,Araku Valley
FarmerPractice,Rainbow Revolution
Location,Vidarbha
Irrigation,Water Resources
Crop,Organic Coffee
Crop,Cotton Flower
Location,Vidarbha Region
Irrigation,Irrigation Systems
FarmerPractice,Apeda
Crop,Processed Foods
Fertilizer,Agricultural Subsidies
Crop,Ridge Gourd
Crop,Sponge Gourd
Crop,Pointed Gourd
Crop,Snap Melon
Crop,Water Melon
Crop,Winged Bean
Crop,Jack Bean
Crop,Satputia
Crop,Spine Gourd
Crop,Indian Lotus
Crop,Indian Bean
Crop,Cluster Bean
FarmerPractice,Nutritional Security Revolution
Location,North-Eastern Region
Location,Gangetic Plains
Location,Tarai Region
Location,North Western/Indus Plain Region
Location,Central Region/Plateau
Location,Western And Eastern Peninsular Regions
Disease,Biotic Stresses
Disease,Abiotic Stresses
Nutrient,Vitamin C
Nutrient,Vitamin-B6
Nutrient,Pro Vitamin A
Nutrient,Folate
Nutrient,Vitamin A
Nutrient,Iodine
Crop,Dark Purple Brinjal
Crop,Traditional Leafy Vegetables
Crop,Indigenous Vegetables
Location,Neh Region
District,Ramnagar
Crop,Indigenous Vegetable Crops
Crop,Ipomea Aquatica
Crop,Enhydra Flactuans
Disease,Anemia
Disease,Vision Problems
Disease,Skin Problems
Disease,Digestive Irregularities
Disease,Scurvy
Disease,Wound Healing
Disease,Intestinal Worms
Disease,Type Ii Diabetes
Nutrient,Β-Carotene
Nutrient,Folic Acid
Nutrient,Ascorbic Acid
Crop,Traditional Vegetables
Location,Local Markets
Location,Eastern Ghats
Location,Western Ghats
Location,North West Himalayan Region
Location,New Delhi
FarmerPractice,Community Seed Production
FarmerPractice,Seed Multiplication
FarmerPractice,Contract Seed Growing
FarmerPractice,Home Gardens
Crop,Malabar Spinach
Crop,Kangkong
Crop,Eggplants
Crop,Nightshade
Crop,Solanum Nigrum
Crop,Mentha Spp.
Crop,Solanum Torvum
Pest,Leucinodes Orbonalis
Pesticide,Bicarbonate Wash
Pesticide,2% Bicarbonate Wash
Weather,Carbon Dioxide
Location,Bengaluru
Nutrient,Nutritional Aspects
FarmerPractice,Molecular Marker Technology
Soil,Gene Banks
Soil,Field Gene Banks
FarmerPractice,Cryopreservation
Location,Eastern Himalyan Region
Location,Western Himalyan Region
Location,North West Himalyan Region
Crop,Creeping Cucumber
Crop,Momordica
Crop,Colocasia Gigantea
Crop,Lablab Bean
Crop,Dolichos Bean
Location,Assam-Mayanmar Region
Location,North East India
Location,Hawaii
Country,United States Of America
Location,Tropical Asia
Location,Eastern India
Location,Shivalik Hills
Country,Mayanmar
Location,Tropical America
Location,Mediterranean Region
Crop,Tropical Pumpkin
Crop,Amaranth
Crop,Sweet Potato
Crop,Spider Plant
Crop,Snapmelon
Location,Southern Part Of India
Nutrient,Genetic Diversity
Nutrient,Nutritional Security
Crop,Joy Weed
Crop,Jangali Chaulai
Crop,Amaranthus Spinosus
Crop,Amaranthus Viridis
Crop,Grain Amaranth
Crop,Crepe Ginger
Crop,Sahjan
Crop,Moringa Oleifera
Crop,Crotalaria Tetragona
Crop,Water Spinach
Country,Guatemala
Country,Peru
Country,Fiji
Country,Hawaii
Season,Rainy
Weather,25 To 35ºc
Weather,8ºc
Crop,Vrws-1
FarmerPractice,Upland Field
Crop,Lotus
Crop,Rhizome
Country,Myanmar
Season,March-April
Nutrient,B
Pesticide,Erythorbic Acid
Pesticide,Citric Acid
Crop,Tree Bean
Soil,Leguminosae
Season,Mid August
Season,Mid October
Country,Russia
Location,Varanasi
District,Barmer
District,Churu
District,Sriganganagar
District,Nagaur
District,Jalore
District,Sikar
District,Jaisalmer
District,Bikaner
District,Jhunjhunu
District,Alwar
District,Kutch
District,Banaskantha
District,Mehsana
District,Sabarkantha
District,Vadodara
District,Ahmedabad
District,Bhiwani
District,Gurgaon
District,Mahendragrh
District,Rewari
District,Bhatinda
District,Ferozpur
District,Muktsar
District,Mansa
District,Jodhpur
District,Hisar
District,Durgapura
District,Durgajay
Crop,Agaita Guara-111
Crop,Agaita Guara-112
Crop,Fs-277
Crop,Hg-75
Crop,Guara-80
Crop,Hg-182
Crop,Maru Guar
Crop,Hfg-156
Crop,Bundel Guar 1
Crop,Bundel Guar 2
Crop,Bundel Guar 3
Crop,Pusa Navbahar
Crop,Avani-117
Crop,Dilojan-3
Crop,Rsg 052
District,Ganganagar
District,Sirsa
District,Ahmadabad
Crop,Drumstick
Crop,Momordica Dioica
Crop,Coleus Aromaticus
Crop,Agathi
Crop,Hog Plum
Crop,Yard Long Bean
Crop,Ponavellari
Crop,Amaranthus Spp.
Crop,Chekkurmanis
Crop,Basella
Crop,Leafy Amaranth
Crop,Chinese Spinach
Crop,Spleen Amaranth
Crop,A. Graecizans
Crop,A. Viridis
Crop,A. Spinosus
Location,Indo-Burma Region
Location,South-East Asia
Location,Coastal Karnataka
Location,North Eastern States Of India
Crop,Basella Rubra
Pest,Root Knot Nematode
Crop,Mathipuli
Crop,Erumapaval
Crop,Madagalikka
Crop,Pothupaval
Location,Deccan Plateau
Crop,Foetid Cassia
Crop,Alternanthera
Crop,Alternanthera Sessilis
Crop,Kudangal
Crop,Vallarai
Crop,Solanum Macrocarpon
Crop,Capsicum Frutescens
Crop,Kachri
Crop,Cucumis Callosus
Crop,Cucumis Melo Var. Momordica
Crop,Cucumis Lanatus
Crop,Cucumis Melo Var. Utilissimus
Crop,Praecitrullus Fistulosus
Crop,Luffa Acutangula
Crop,Cyamopsis Tetragonoloba
Crop,Momordica Balsamina
Crop,Coccinia Grandis
Crop,Ahk-119
Crop,Ahk-200
Crop,Ah S-10
Crop,Kmelon
Crop,Ahs-82
Crop,Mateera
Crop,Bitter Apple
Crop,Khejri
Crop,Thar Manak
Crop,Arya
Crop,Round Melon
Crop,Jhaar Karela
Crop,Phog
Crop,Khimp
Location,Rajasthan
Location,Thar Desert
Soil,Arid Zone
Crop,Long Melon
Crop,Thar Sheetal
Crop,Thar Karni
Crop,Thar Tapish
Crop,Ivy Gourd
Crop,Thar Sundari
Crop,Thar Rachit
Crop,Indian Spinach
Crop,Curry Leaf
Crop,Purslane
Location,Bikaner
Location,Thar Deserts
Season,August To January
Crop,Leafy Vegetables
Crop,Drumstick Leaves
Crop,Brahmi Saag
Crop,Indian Pennywort
Crop,Water Pennywort
Location,North Eastern Hilly Region
Crop,Allium
Crop,Shallots
Crop,Ek-Dana-Lasun
Dish,Sambhar
Dish,Wazwan Kashmiri Cuisine
Location,Mizoram
Crop,Allium Chinense
Crop,Allium Hookeri
Crop,Allium Tuberosum
Crop,Ja-Ut
Crop,Maroi Napakpi
Crop,Garlic Chives
Crop,Cucumis Melo Var. Callosus
Crop,Citrullus Lanatus
Crop,Cymopsis Tetragonoloba
Crop,Palak
Crop,Amaranths
Crop,Fenugreek
Crop,Parkia Roxburghii
District,Saurashtra
Location,Coimbatore Plateau
Location,Palni Hills
Location,Madras
Location,Western India
Soil,Semi-Arid Region
Soil,Semi-Arid Conditions
Season,March-May
Crop,Hymenodictyon Excelsum
Crop,Cassia Tora
Crop,Plukenetia Corniculata
Crop,Sechium Edule
Crop,Tricosanthes Dioica
Crop,Murraya Koenigi
Crop,Mustard Greens
Crop,B. Juncea Var. Rugosa
Crop,Uhfvr12-1
Crop,Uhfvr12-2
Crop,Doonagiri
Crop,Spinacea Oleracea
Crop,Cucurbita
Crop,Pahari Marrow
Crop,Khirboj
Crop,Pahari Kheera
Crop,Yardlong Bean
Crop,Yam
Crop,Taro
Crop,Fiddlehead Ferns
Crop,Allium Stracheyi
Crop,Allium Victoralis
Crop,Allium Govanianum
Crop,Kakri
Crop,Uhf Meetha Karela-1
Crop,Uhf Cu 12-1
Crop,Uhf/Chamsoor12-3
Crop,Kotu
Crop,Duck Wheat
Crop,Indian Buckwheat
Crop,Phaltora
Crop,Ustak
Nutrient,Proteins
Nutrient,Fats
Nutrient,Beta-Carotene
Nutrient,Vitamins
Nutrient,Minerals
Nutrient,Starch
Nutrient,Fiber
Nutrient,Sodium
Nutrient,Sulfur
Location,North-Western Himalayan Region
Soil,Excess Soil Moisture
FarmerPractice,Indigenous Crops
Crop,A. Victoralis
Crop,A. Tuberosum
Crop,Zimmu
Crop,Chayote
Crop,Kachnar
Crop,Lungru
Crop,Rumex Acetosella
Crop,R. Hastatus
Crop,R. Patientia
Crop,R. Scutatus
Crop,Cichorium Endivia
Crop,Aro
Location,Himachal Pradesh
District,Kangra
District,Mandi
Location,North Eastern Region
Location,Himalayas
Location,Western Himalayas
Location,South Pacific Islands
Location,Oceania
Location,East Africa
Location,Caribbean
Location,Americas
Crop,Taro Leaves
Crop,Taro Corms
Crop,Gram Flour
Crop,Mango Pulp
Crop,Dal
Nutrient,Phenolic Acids
Nutrient,Sucrose
Nutrient,Fructose
Nutrient,Malic Acid
Nutrient,Citric Acid
Nutrient,Oxalic Acid
Nutrient,Alcohol
Crop,Colocasia
Crop,Araceae
Crop,Colocasia Esculenta
Crop,Colocasia Esculenta Som Esculenta
Crop,Colocasia Esculenta Som Antiquorum
Crop,C. Affinis
Crop,C. Fallax
Crop,C. Gigantea
Crop,C. Lihengiae
Location,Trivandrum
Location,Bhubaneswar
Location,Jhum Fields
Location,Homestead Gardens
Location,Water Bodies
Location,River Banks
Location,Forests
Location,Road Sides
Crop,Alcohol
Crop,Hfes
Nutrient,Calcium Oxalate
FarmerPractice,Biodegradable Plastics
FarmerPractice,Postharvest Management
Location,European Countries
Fertilizer,Nitrogen Fertilizer
Pesticide,Shellac
Pest,Lacifer Lacca
Crop,Eggplant
Disease,Bacterial Load
FarmerPractice,Dehydration
FarmerPractice,Steeping Preservation
FarmerPractice,Ready-To-Eat Convenience Vegetables
Organization,Fssai
Crop,Bassela
Disease,Salmonella
Disease,Shigella
Disease,Escherichia Coli
FarmerPractice,Pickling
Location,Agro Parks
Location,Nags
Crop,Processed Vegetables
Crop,Nutraceuticals
FarmerPractice,Food Processing Industry
FarmerPractice,Cold Chain Management
Crop,Canavalia
Crop,Cucumis Sativus
Crop,Arrowhead
Crop,Bamboo Shoot
Crop,Foxnut
Location,Meitei
Location,Manipuri
Fertilizer,Besan
Pest,Fermented Fish
FarmerPractice,Traditional Knowledge
Crop,Wild Coriander
Crop,Pea Flour
Crop,Turmeric Leaves
Crop,Banana Leaves
Crop,Stink Bean
Crop,Tree Mushroom
Crop,Indian Penny Worth
Crop,Fermented Fish
Crop,Dried Yellow Peas
Crop,Nonfermented Bamboo Shoot
Crop,Chinese Chive
Crop,Hooker Chives
Crop,P. Olygonium Orientale
Crop,Persicaria Posumba
Crop,Stellaria Media
Crop,Ooti
Nutrient,Sodium Bicarbonate
Crop,Chagem Pomba
Crop,Water Mimosa
Crop,Mustard Leaf
Crop,Broad Bean
Crop,Common Buckwheat
Crop,Fagopyrum Tataricum
Crop,Fagopyrum Esculentum
Location,North-Eastern Hills
Crop,Pako Fern
Crop,Diplazium Esculentum
Crop,Chenopodium Spp.
Crop,Rumex Nepalensis
Crop,Basella Spp.
Nutrient,Protein
Nutrient,Β Carotene
Nutrient,Phytic Acid
Nutrient,Tannins
Crop,Panicum Miliaceum
Crop,Panicum Sumatrense
Crop,Paspalum Scorbiculatum
Crop,Setaria Italica
Location,America
Location,New Guinea
Crop,Dioscorea Spp.
Crop,Tarad
Crop,Yams
Crop,Dioscorea Alata
Crop,Chulai
District,Kashmir
District,Kumaon
Crop,Cucurbitaceae
Crop,Ash Gourd
Crop,Longmelon
Country,Greece
Country,Italy
Location,Tropical Africa
Disease,Colon Cancer
Disease,Diabetes Mellitus
Disease,High Blood Cholesterol
Disease,Dysentery
Disease,Jaundice
Disease,Respiratory Trouble
Disease,Haemorrhoids
Disease,Leprosy
Nutrient,Kidney Function
Nutrient,Digestive System
Nutrient,Insulin
Nutrient,Micro Nutrients
Nutrient,Bioactive Compounds
FarmerPractice,Culinary Preparations
Crop,Trichosanthes Cucumerina
Location,Assam-Bengal Region
Crop,Trichosanthes Anguina
Crop,Trichosanthes Dioica
Crop,C. Melo Var. Flexuous
Country,Afghanistan
District,Western Uttar Pradesh
City,Mumbai
Crop,Momordica Subangulata
Crop,Mamordica Dioica
Crop,Solanum Melongena
Crop,Cucurbitaceous Vegetables
Crop,Bottle Gourd
Crop,Hyacinth Bean
Crop,Lablab Purpureus
Crop,Canavalia Gladiate
Crop,Canavalia Ensiformis
Crop,Cow Peas
Crop,Yam Bean
Crop,Curcuma Longa
Crop,Chenopodium Album
Crop,Pusa Bathua-1
Crop,Pusa Green
Crop,Kashi Bathua-2
Crop,Kashi Bathua-4
Fertilizer,Micronutrients Solution (Multiplex)
Nutrient,Phenolics
Nutrient,Antioxidants
Soil,Loam
Soil,Saline-Sodic Soils
Crop,Dwd-1
Crop,Dwd-2 (Suhasini)
Crop,Dwd-2
Crop,Suhasini
Crop,Senkaampu
Crop,Vegetable Soybean
Nutrient,Biochemical Traits
Nutrient,Essential Oils
FarmerPractice,Clonal Selection
FarmerPractice,Mutation Breeding
FarmerPractice,Polyploidy Breeding
FarmerPractice,Climate Resilient Agriculture
FarmerPractice,Multipurpose Agricultural Machine
FarmerPractice,Seed Sowing
FarmerPractice,Grass Cutting
Irrigation,Water Drip Irrigation
FarmerPractice,Soil Digging
FarmerPractice,Soil Planning
FarmerPractice,Ploughing
Nutrient,12V Battery
Pesticide,555 Motor
Pesticide,10 Rpm Motor
Pesticide,Wiper Motor
Pesticide,Chain-Sprocket System
Pesticide,20Mm Shaft
Pesticide,Bearings
Pesticide,Wheels
Crop,Paddy (Rice)
Crop,Bajra (Pearl Millet)
Crop,Jowar (Sorghum)
Crop,Red Gram (Tur/Arhar)
Crop,Green Gram (Moong)
Crop,Black Gram (Urad)
Crop,Chickpea (Gram)
Crop,Ridge Gourd (Tori)
District,Guntur
Crop,Mango (Banganapalle)
Location,Indo-Gangetic Plain
Soil,Arable Land
FarmerPractice,Agriculture
Disease,Famine
Livestock,Buffalo
Soil,Alluvial Soils
Soil,Black Soils
Soil,Red-To-Yellow Lateritic Soils
Animal,Bovine
Animal,Cattle
Animal,Buffaloes
Fish,Carps
Fish,Sardine
Fish,Mackerel
Fish,Shrimp
FarmerPractice,Icar
Location,Igp
Weather,Covid-19
Soil,Lateritic Soils
Crop,Mut1010
Crop,Pusa Basmati 1
Crop,Ornamental Plants
Crop,Plantation Crops
Crop,Bhagwa
Crop,Kamalam
Crop,Dragon Fruit
Disease,Rinderpest
Pesticide,H5N2 Diva Marker Vaccine
Pesticide,Sheep Pox Vaccine
Pesticide,Vlp-Based Ibd Vaccine
Pesticide,Swine Fever Live Attenuated Vaccine
Pesticide,Equine Influenza Vaccine
Pesticide,Brucella Vaccine
Pesticide,Thermo-Tolerant Type 'O' Fmd Vaccine
Crop,Jayanti Rohu
Crop,Carps
Crop,Catfishes
Crop,Freshwater Prawns
Crop,Cirrhinus Reba
Crop,Esomus Danricus
Location,Nagarjuna Sagar Dam
Nutrient,0.6 T Ha -1 Yr -1
Nutrient,3.5 T Ha -1 Yr -1
Nutrient,400 G Day -1
Nutrient,300 G Day -1
FarmerPractice,High Yielding Variety Programme
FarmerPractice,National Agricultural Co-Operative Marketing Federation
FarmerPractice,National Agricultural Technology Project
FarmerPractice,Lab-To-Land Programme
FarmerPractice,National Horticulture Board
FarmerPractice,Comprehensive Crop Insurance Scheme
FarmerPractice,Kisan Credit Card Scheme
Vaccine,Bovine Theileria Schizont Vaccine
Crop,Lok 1
Crop,Hd 2329
Crop,Aphr 1
Crop,Pusa Basmati 1121
Crop,Co-4
Crop,Arka Rakshak
Soil,Mridaparikshak
Disease,H9N2 Virus
Disease,Canine Distemper
Vaccine,Brucella Abortus S19Δ
Disease,Buffalo Pox
Disease,African Horse Sickness
Soil,Soil Organic Carbon Map
Soil,Soil Fertility Maps
Fertilizer,Gypsum-Based Technology
Irrigation,Drip Fertigation
FarmerPractice,Happy Seeder
FarmerPractice,Zero Tillage Machine
Location,National Agricultural Research Project
Location,National Agricultural Technology Project
Location,National Innovations On Climate Resilient Agriculture
Location,Icar
Location,Nabard
Location,Nhb
Location,Naas
