source,relation,target
Potato,GROWN_IN,West Bengal
Potato,GROWN_IN,U.P.
Potato,GROWN_IN,Indo-Gangetic Plains
Potato,GROWN_IN,Punjab
Potato,GROWN_IN,Bugam Batpora
Potato,GROWN_DURING,Kharif
Potato,GROWN_DURING,Rabi
Potato,GROWN_DURING,Irrigation
Potato,GROWN_DURING,Season
Potato,GROWN_DURING,November-December
Potato,AFFECTED_BY,Irrigation
Potato,AFFECTED_BY,Pests
Potato,AFFECTED_BY,Brown Rot
Potato,AFFECTED_BY,Early Blight
Potato,AFFECTED_BY,Alternaria Solani
Potato,AFFECTED_BY,Late Blight
Potato,AFFECTED_BY,Alternaria Solani
Potato,CONTROLLED_BY,Potato Digger Elevator
Potato,DEPENDS_ON,Water
Potato,DEPENDS_ON,Water
Potato,REQUIRES,Irrigation
Ginger,GROWN_IN,India
Ginger,GROWN_IN,Kerala
Ginger,GROWN_IN,Kerala
Ginger,GROWN_IN,Manipur
Ginger,GROWN_IN,Sikkim
Ginger,GROWN_IN,Turmic
Ginger,GROWN_IN,North East Region
Ginger,AFFECTED_BY,Fusarium Wilt
Ginger,AFFECTED_BY,Bacterial Wilt
Ginger,AFFECTED_BY,Rhizome Fly
Turmeric,GROWN_IN,India
Turmeric,GROWN_IN,Kerala
Turmeric,GROWN_IN,Kerala
Turmeric,GROWN_IN,Manipur
Turmeric,GROWN_IN,Sikkim
Turmeric,GROWN_IN,U.P.
Turmeric,GROWN_IN,Coconut Gardens
Turmeric,GROWN_IN,North East Region
Turmeric,CONTROLLED_BY,Pests
Saffron,GROWN_IN,Jammu And Kashmir
Saffron,GROWN_IN,India
Saffron,GROWN_IN,Jammu And Kashmir
Saffron,GROWN_IN,Pulwama
Saffron,GROWN_DURING,October
Saffron,GROWN_DURING,November
Saffron,CONTROLLED_BY,Fusarium Oxysporum F. Sp. Gladioli
Saffron,REQUIRES,Urea
Saffron,REQUIRES,N
Saffron,REQUIRES,Clay Loam
Saffron,REQUIRES,Diammonium Phosphate
Saffron,REQUIRES,Murate Of Potash
Saffron,REQUIRES,Farm Yard Manure
Spices,GROWN_IN,Punjab
Spices,GROWN_IN,India
Spices,GROWN_IN,Gujarat
Spices,GROWN_IN,West Bengal
Spices,GROWN_IN,North East Region
Spices,CONTROLLED_BY,Bordeaux Mixture
Spices,CONTROLLED_BY,Quinalphos
Organic Farming,GROWN_IN,Zero Tillage
Organic Farming,AFFECTED_BY,Agricultural Extension
Organic Farming,CONTROLLED_BY,Nutrients
Organic Farming,CONTROLLED_BY,Natural Fertilizer
Organic Farming,CONTROLLED_BY,Natural Pesticide
Organic Farming,CONTROLLED_BY,Pagrexco
Organic Farming,REQUIRES,Soil
Organic Farming,REQUIRES,Animal Husbandry
Organic Farming,REQUIRES,Water
Organic Farming,REQUIRES,Water
Organic Farming,REQUIRES,Plant Nutrition
Organic Farming,REQUIRES,Network Project On Organic Farming (Npof)
Organic Farming,PREVENTED_BY,Chemical Fertilizers
Organic Farming,PROMOTES,Crop Diversification
Climate Change,AFFECTED_BY,India
Climate Change,AFFECTED_BY,Jammu & Kashmir
Climate Change,AFFECTED_BY,Jammu & Kashmir
Climate Change,AFFECTED_BY,Agriculture
Climate Change,AFFECTED_BY,Jammu & Kashmir
Climate Change,AFFECTED_BY,Uttarakhand
Climate Change,AFFECTED_BY,Uttarakhand
Climate Change,AFFECTED_BY,Biotic Stresses
Climate Change,AFFECTED_BY,Abiotic Stresses
Climate Change,AFFECTED_BY,Indigenous Vegetables
Climate Change,AFFECTED_BY,Agrochemical
Climate Change,AFFECTED_BY,Natural Disasters
Nutrients,REQUIRES,Fertilizer
Rice Stem Borer,AFFECTED_BY,Pests
Brinjal Fruit Borer,AFFECTED_BY,Pests
Caseworm,AFFECTED_BY,Pests
Caseworm,AFFECTED_BY,Draining Of Fields
Mango Stem Borer,AFFECTED_BY,Pests
Red Hairy Caterpillar,GROWN_IN,Indo-Gangetic Plains
Red Hairy Caterpillar,AFFECTED_BY,Pesticides
Red Hairy Caterpillar,AFFECTED_BY,Pests
Red Hairy Caterpillar,CONTROLLED_BY,Malathion
Red Hairy Caterpillar,CONTROLLED_BY,Endosulfan
Red Hairy Caterpillar,CONTROLLED_BY,Dichlorvos
Mango Hoppers,AFFECTED_BY,Pests
Mango Hoppers,AFFECTED_BY,Ddvp
Mango Hoppers,AFFECTED_BY,Carbofuran
Mango Hoppers,AFFECTED_BY,Monocrotophos
Mango Hoppers,AFFECTED_BY,Carbofuran
Mango Hoppers,AFFECTED_BY,Methyl Parathion 50 Ec
Mango Hoppers,CAUSES,Chaetothyrium Mangiferae
Chilli Thrips,AFFECTED_BY,Pests
Mealy Bug,AFFECTED_BY,Pests
Mealy Bug,AFFECTED_BY,Methyl Parathion
Mealy Bug,AFFECTED_BY,Chlorpyriphos
Mealy Bug,CONTROLLED_BY,Carbaryl
Mealy Bug,CONTROLLED_BY,Monocrotophos
Mealy Bug,CONTROLLED_BY,Beauveria Bassiana
Mealy Bug,CONTROLLED_BY,Beauveria Bassiana
Coconut Slug Caterpillar,AFFECTED_BY,Pests
Brown Plant Hopper,AFFECTED_BY,Pests
Brown Plant Hopper,AFFECTED_BY,Pesticide
Brown Plant Hopper,CONTROLLED_BY,Imidacloprid
Brown Plant Hopper,CONTROLLED_BY,Monocrotophos
Brown Plant Hopper,CONTROLLED_BY,Phosphamidon
Brown Plant Hopper,CONTROLLED_BY,Fenthinon
Rice Gall Midge,AFFECTED_BY,Pests
Fertilizers,CONTROLLED_BY,Green Revolution
Fertilizers,DEPENDS_ON,Npk
Fertilizers,DEPENDS_ON,Npk
Fertilizers,REQUIRES,High Yielding Varieties
Fertilizers,REQUIRES,High Yielding Varieties
Fertilizers,REQUIRES,Indian Soil
Kerala,GROWN_IN,Rice
Kerala,GROWN_IN,Vegetables
Kerala,GROWN_IN,Coconut
Kerala,GROWN_IN,Brinjal
Kerala,GROWN_IN,Tomato
Kerala,GROWN_IN,Lettuce
Kerala,GROWN_IN,Broccoli
Kerala,GROWN_IN,Spinach
Kerala,GROWN_IN,Mint
Kerala,GROWN_IN,Ladies Finger
Kerala,GROWN_DURING,Brackishwater
Integrated Pest Management (Ipm),CONTROLLED_BY,Pesticides
Integrated Pest Management (Ipm),REQUIRES,Pest
Integrated Disease Management (Idm),CONTROLLED_BY,Pesticides
Integrated Pest And Disease Management (Ipdm),CONTROLLED_BY,Pesticides
Protected Cultivation,GROWN_IN,Cowpea
Protected Cultivation,GROWN_IN,Tomato
Protected Cultivation,GROWN_IN,Capsicum
Protected Cultivation,GROWN_IN,Salad Cucumber
Protected Cultivation,REQUIRES,Soil
Protected Cultivation,REQUIRES,Fertilizers
Hydroponics,REQUIRES,Fertilizers
Hydroponics,REQUIRES,Fertigation
Hydroponics,REQUIRES,Fertigation
Aquaponics,REQUIRES,Fertilizers
Neem Oil,CONTROLLED_BY,Pests
Neem Oil,CONTROLLED_BY,Whitefly
Neem Oil,CONTROLLED_BY,Insect Pests
Neem Oil,CONTROLLED_BY,Integrated Farming System
Neem Oil,CONTROLLED_BY,Orosius Albicinctus
Bordeaux Mixture,CONTROLLED_BY,Pests
Bordeaux Mixture,CONTROLLED_BY,Sclerotia
Bordeaux Mixture,CONTROLLED_BY,Post-Emergence Damping Off
Bordeaux Mixture,REQUIRES,Copper Sulphate
Bordeaux Mixture,REQUIRES,Quick Lime
Bordeaux Mixture,PREVENTED_BY,Disease
Panchagavya,REQUIRES,Nutrients
Panchagavya,REQUIRES,Cow Dung
Panchagavya,REQUIRES,Cow Ghee
Panchagavya,REQUIRES,Cow'S Urine
Panchagavya,REQUIRES,Cow Milk
Panchagavya,REQUIRES,Cow'S Curd
Panchagavya,REQUIRES,Tender Coconut Water
Panchagavya,REQUIRES,Jaggery
Panchagavya,REQUIRES,Cattle
Panchagavya,REQUIRES,Cattle
Panchagavya,REQUIRES,Cattle
Dasagavya,REQUIRES,Nutrients
Dasagavya,REQUIRES,Azadirachta Indica
Dasagavya,REQUIRES,Calotropis Sp
Dasagavya,REQUIRES,Tephrosia Purpurea
Dasagavya,REQUIRES,Vitex Negundo
Dasagavya,REQUIRES,Datura Metel
Dasagavya,REQUIRES,Jatropha Curcas
Dasagavya,REQUIRES,Adathoda Vasica
Dasagavya,REQUIRES,Pongamia Pinnata
Fish Amino Acid,REQUIRES,Nutrients
Egg Amino Acid,REQUIRES,Nutrients
Trichoderma,CONTROLLED_BY,Pests
Trichoderma,CONTROLLED_BY,Cowdung
Trichoderma,CONTROLLED_BY,Neemcake
Trichoderma,CONTROLLED_BY,Fym
Trichoderma,CONTROLLED_BY,Seed Treatment
Trichoderma,CONTROLLED_BY,Biopesticides
Trichoderma,CONTROLLED_BY,Botrytis
Trichoderma,CONTROLLED_BY,Botrytis
Trichoderma,CONTROLLED_BY,Biofungicide
Trichoderma,REQUIRES,Soil
Trichoderma,REQUIRES,Nutrients
Trichoderma,REQUIRES,Abiotic Stresses
Trichoderma,REQUIRES,Abiotic Stresses
Trichoderma,REQUIRES,Nitrogen-Use Efficiency
Trichoderma,REQUIRES,Photosynthetic Efficiency
Pseudomonas,CONTROLLED_BY,Pests
Pseudomonas,CONTROLLED_BY,Integrated Disease Management
Pseudomonas,CONTROLLED_BY,Beauvaria Bassiana
Pseudomonas,CONTROLLED_BY,Coc
Pseudomonas,CONTROLLED_BY,Metarrhizium
Pseudomonas,CONTROLLED_BY,Beauvaria Bassiana
Bio-Fertilizers,CONTROLLED_BY,Plant Nutrition
Mycorrhizae,REQUIRES,Soil Health
Integrated Pest And Disease Management,AFFECTED_BY,Pests
Integrated Pest And Disease Management,AFFECTED_BY,Diseases
Pests,AFFECTED_BY,Pesticides
Pests,AFFECTED_BY,Bacteria
Pests,AFFECTED_BY,Pesticide
Pests,AFFECTED_BY,Corn
Pests,AFFECTED_BY,Fungi
Pests,AFFECTED_BY,Viruses
Pests,AFFECTED_BY,Beneficial Insects
Pests,CONTROLLED_BY,Herbicides
Pests,CONTROLLED_BY,Insecticides
Pests,CONTROLLED_BY,Integrated Pest Management
Pests,CONTROLLED_BY,Integrated Pest Management (Ipm)
Pests,CONTROLLED_BY,Biological Control
Pests,CONTROLLED_BY,Cultural Control
Pests,CONTROLLED_BY,Chemical Control
Pests,REQUIRES,Maximum Residue Limits
Pests,PREVENTED_BY,Quarantine
Pests,PREVENTED_BY,Sanitation
Diseases,AFFECTED_BY,Pesticides
Diseases,AFFECTED_BY,Integrated Pest Management
Diseases,CONTROLLED_BY,Integrated Pest Management (Ipm)
Plant Health,AFFECTED_BY,Abiotic Factors
Food Safety,DEPENDS_ON,Plant Health
Food Security,AFFECTED_BY,Climate Variability
Food Security,AFFECTED_BY,Soil Quality
Food Security,AFFECTED_BY,Irrigation Infrastructure
Food Security,DEPENDS_ON,Plant Health
Insects,AFFECTED_BY,Pesticides
Insects,AFFECTED_BY,Integrated Pest Management
Insects,AFFECTED_BY,Aluminium Phosphide
Insects,AFFECTED_BY,Methyl Bromide
Insects,AFFECTED_BY,Edct Mixture
Insects,AFFECTED_BY,Magnesium Phosphide Plates
Insects,AFFECTED_BY,Phosphine
Insects,CONTROLLED_BY,Biological Control
Fungus,DEPENDS_ON,Infected Plant Tissues
Fungus,CAUSES,Disease
Mycoplasma,CAUSES,Yellowing
Plant Pathology,AFFECTS,Diseases
Chlorosis,AFFECTED_BY,Low Temperature
Damping Off,AFFECTED_BY,Rhizoctonia Solani
Damping Off,AFFECTED_BY,Sucking Pests
Thrips,AFFECTED_BY,Cotton
Thrips,AFFECTED_BY,Mango
Thrips,AFFECTED_BY,Pesticide
Thrips,AFFECTED_BY,Tomatoes
Thrips,AFFECTED_BY,Chili
Thrips,AFFECTED_BY,Temperature
Thrips,AFFECTED_BY,Rnai
Thrips,AFFECTED_BY,Rnai
Thrips,AFFECTED_BY,Syrphid Fly
Thrips,CONTROLLED_BY,Bacillus Thuringiensis
Thrips,CONTROLLED_BY,Intercropping
Thrips,CONTROLLED_BY,Crop Rotation
Thrips,CONTROLLED_BY,Water Management
Thrips,CONTROLLED_BY,Light Traps
Thrips,CONTROLLED_BY,Mulching
Thrips,CONTROLLED_BY,B.T Formulation
Thrips,TRANSMIT,Cucumber Mosaic Virus
Integrated Disease Management,CONTROLLED_BY,Integrated Pest Management
Weed Management,CONTROLLED_BY,Indian Field Mouse
Tridemorph,CONTROLLED_BY,Sclerotia
Hexaconazole,CONTROLLED_BY,Tobacco Caterpillar
Mancozeb,CONTROLLED_BY,Crop
Mancozeb,CONTROLLED_BY,Tobacco Caterpillar
Mancozeb,CONTROLLED_BY,Pesticide
Mancozeb,CONTROLLED_BY,Seed Treatment
Mancozeb,CONTROLLED_BY,Maydis Leaf Blight
Mancozeb,CONTROLLED_BY,Downy Mildew
Mancozeb,CONTROLLED_BY,Rust
Mancozeb,CONTROLLED_BY,Difenoconazole
Mancozeb,CONTROLLED_BY,Fusarium Wilt
Mancozeb,CONTROLLED_BY,Helminthosporium Leaf Spot
Mancozeb,CONTROLLED_BY,Sooty Mould
Mancozeb,CONTROLLED_BY,Alternaria Rot
Mancozeb,CONTROLLED_BY,Powdery Mildew
Mancozeb,CONTROLLED_BY,Brown Rot
Mancozeb,CONTROLLED_BY,Botryodiplodia Palmarum
Mancozeb,CONTROLLED_BY,Post-Emergence Damping Off
Mancozeb,CONTROLLED_BY,Disease
Mancozeb,CONTROLLED_BY,Alternaria Sesami
Mancozeb,CONTROLLED_BY,Bacterial Spot
Neem Cake,CONTROLLED_BY,Termite
Neem Cake,CONTROLLED_BY,Early Stem Borer
Neem Cake,DEPENDS_ON,Cow Dung
Neem Cake,REQUIRES,Soil
Neem Cake,REQUIRES,Soil Health
Pseudomonas,CONTROLLED_BY,Pests
Pseudomonas,CONTROLLED_BY,Integrated Disease Management
Pseudomonas,CONTROLLED_BY,Beauvaria Bassiana
Pseudomonas,CONTROLLED_BY,Coc
Pseudomonas,CONTROLLED_BY,Metarrhizium
Pseudomonas,CONTROLLED_BY,Beauvaria Bassiana
Metarrhizium Anisopliae,CONTROLLED_BY,Mango
Metarrhizium Anisopliae,CONTROLLED_BY,Eublemma Hemirrhoda
Carbaryl,CONTROLLED_BY,Mealy Bug
Carbaryl,CONTROLLED_BY,Grasshoppers
Carbaryl,CONTROLLED_BY,Caterpillars
Carbaryl,CONTROLLED_BY,Hoppers
Carbaryl,CONTROLLED_BY,Stem Borer
Carbaryl,CONTROLLED_BY,Household Pests
Panama Wilt,AFFECTED_BY,Carbendazim
Panama Wilt,CONTROLLED_BY,Carbendazim
Quick Wilt,AFFECTED_BY,Bordeaux Mixture
Stem Bleeding,CONTROLLED_BY,Tridemorph
Bud Rot,CONTROLLED_BY,Hexaconazole
Bud Rot,CONTROLLED_BY,Contaf 5 Ec
Bud Rot,CONTROLLED_BY,Mancozeb
Red Palm Weevil,AFFECTED_BY,Carbaryl
Red Palm Weevil,AFFECTED_BY,Oil Palm
Red Palm Weevil,AFFECTED_BY,Semiochemicals
Red Palm Weevil,AFFECTED_BY,Semiochemicals
Red Palm Weevil,CONTROLLED_BY,Malathion
Rhinoceros Beetle,AFFECTED_BY,Oil Palm
Rhinoceros Beetle,CONTROLLED_BY,Monocrotophos
Mites,AFFECTED_BY,Grains
Rodents,AFFECTED_BY,Grains
Sun Hemp,GROWN_IN,Fertilizer
Cowpea,GROWN_IN,Ladakh
Cowpea,GROWN_IN,Fertilizer
Cowpea,GROWN_IN,India
Cowpea,GROWN_IN,Kathua
Cowpea,GROWN_IN,Tamil Nadu
Cowpea,GROWN_IN,Jammu Province
Cowpea,GROWN_IN,Ladakh
Cowpea,GROWN_IN,Tamil Nadu
Cowpea,GROWN_DURING,Kharif
Cowpea,GROWN_DURING,Castor
Cowpea,AFFECTED_BY,Aphids
Cowpea,AFFECTED_BY,Pest
Cowpea,AFFECTED_BY,Downy Mildew
Cowpea,AFFECTED_BY,Helminthosporium Maydis
Cowpea,REQUIRES,N
Cowpea,REQUIRES,P
Cowpea,REQUIRES,K
Trichoderma,CONTROLLED_BY,Pests
Trichoderma,CONTROLLED_BY,Cowdung
Trichoderma,CONTROLLED_BY,Neemcake
Trichoderma,CONTROLLED_BY,Fym
Trichoderma,CONTROLLED_BY,Seed Treatment
Trichoderma,CONTROLLED_BY,Biopesticides
Trichoderma,CONTROLLED_BY,Botrytis
Trichoderma,CONTROLLED_BY,Botrytis
Trichoderma,CONTROLLED_BY,Biofungicide
Trichoderma,REQUIRES,Soil
Trichoderma,REQUIRES,Nutrients
Trichoderma,REQUIRES,Abiotic Stresses
Trichoderma,REQUIRES,Abiotic Stresses
Trichoderma,REQUIRES,Nitrogen-Use Efficiency
Trichoderma,REQUIRES,Photosynthetic Efficiency
Neemcake,REQUIRES,Soil
Carbendazim,CONTROLLED_BY,Damping Off
Carbendazim,CONTROLLED_BY,Tobacco Caterpillar
Carbendazim,CONTROLLED_BY,Seed Treatment
Carbendazim,CONTROLLED_BY,Stem Rot
Carbendazim,CONTROLLED_BY,Red Rot
Carbendazim,CONTROLLED_BY,Fusarium Oxysporum F.Sp.Udum
Carbendazim,CONTROLLED_BY,Downy Mildew
Carbendazim,CONTROLLED_BY,Brown Spot
Carbendazim,CONTROLLED_BY,Seedlings
Carbendazim,CONTROLLED_BY,Orosius Albicinctus
Carbendazim,CONTROLLED_BY,Cercospora Gossypii
Carbendazim,CONTROLLED_BY,Damping Off
Carbendazim,CONTROLLED_BY,Fusarium Wilt
Carbendazim,CONTROLLED_BY,Sett Rot
Carbendazim,CONTROLLED_BY,Smut
Carbendazim,CONTROLLED_BY,Culmiculous Smut
Carbendazim,CONTROLLED_BY,Powdery Mildew
Carbendazim,CONTROLLED_BY,Disease
Carbendazim,CONTROLLED_BY,Alternaria Sesami
Carbendazim,CONTROLLED_BY,Fusarium Oxysporum F.Sp. Ricini
Carbendazim,CONTROLLED_BY,Phomopsis Blight
Carbendazim,REQUIRES,Rhizobium
Carbendazim,REQUIRES,Rhizobium
Carbendazim,REQUIRES,Phosphobacteria
Carbendazim,REQUIRES,Phosphobacteria
Carbendazim,REQUIRES,Phosphobacteria
Carbendazim,REQUIRES,Rhizobium
Carbendazim,REQUIRES,Rhizobium
Carbendazim,REQUIRES,Phosphobacteria
Carbendazim,PREVENTED_BY,Disease Free Seed
Nanma,CONTROLLED_BY,Menma
Lecanicilium Lecani,CONTROLLED_BY,Neem Oil
Lime,CONTROLLED_BY,Fym
Lime,CONTROLLED_BY,Acidity
Lime,REQUIRES,Soil
Trichoderma Enriched Organic Manure,REQUIRES,Soil
Pseudomonas Fluorescens,CONTROLLED_BY,Bm
Pseudomonas Fluorescens,CONTROLLED_BY,Imidacloprid
Pseudomonas Fluorescens,CONTROLLED_BY,Seed Treatment
Pseudomonas Fluorescens,CONTROLLED_BY,Fusarium Oxysporum F.Sp.Udum
Pseudomonas Fluorescens,CONTROLLED_BY,Brown Spot
Pseudomonas Fluorescens,CONTROLLED_BY,Macrophomina Phaseolina
Quinalphos,CONTROLLED_BY,Tobacco Caterpillar
Quinalphos,CONTROLLED_BY,Pesticide
Quinalphos,CONTROLLED_BY,Thrips Tabaci
Quinalphos,CONTROLLED_BY,Orosius Albicinctus
Quinalphos,CONTROLLED_BY,Beetle
Dimethoate,CONTROLLED_BY,Aphids
Dimethoate,CONTROLLED_BY,Thrips
Dimethoate,CONTROLLED_BY,Jassids
Dimethoate,CONTROLLED_BY,Orosius Albicinctus
Dimethoate,CONTROLLED_BY,Eublemma Hemirrhoda
Dimethoate,CONTROLLED_BY,Empoasca Devastans
Dimethoate,CONTROLLED_BY,S. Dorsalis
Dimethoate,PREVENTED_BY,Maggots
Fruit Fly,AFFECTED_BY,Eucalyptus Oil
Fruit Fly,AFFECTED_BY,Citronella Oil
Fruit Fly,AFFECTED_BY,Plant Disease
Fruit Fly,CONTROLLED_BY,Malathion
Coffee Berry Borer,CAUSES,Pest
Ash,REQUIRES,Soil
Aluminium Phosphide,CONTROLLED_BY,Fumigants
Methyl Bromide,CONTROLLED_BY,Lettuce
Methyl Bromide,CONTROLLED_BY,Pesticide
Methyl Bromide,CONTROLLED_BY,Fumigation
Methyl Bromide,REQUIRES,Input Costs
Methyl Bromide,PREVENTED_BY,Microsclerotia
Methyl Bromide,PREVENTED_BY,Microsclerotia
Trichoderma,CONTROLLED_BY,Pests
Trichoderma,CONTROLLED_BY,Cowdung
Trichoderma,CONTROLLED_BY,Neemcake
Trichoderma,CONTROLLED_BY,Fym
Trichoderma,CONTROLLED_BY,Seed Treatment
Trichoderma,CONTROLLED_BY,Biopesticides
Trichoderma,CONTROLLED_BY,Botrytis
Trichoderma,CONTROLLED_BY,Botrytis
Trichoderma,CONTROLLED_BY,Biofungicide
Trichoderma,REQUIRES,Soil
Trichoderma,REQUIRES,Nutrients
Trichoderma,REQUIRES,Abiotic Stresses
Trichoderma,REQUIRES,Abiotic Stresses
Trichoderma,REQUIRES,Nitrogen-Use Efficiency
Trichoderma,REQUIRES,Photosynthetic Efficiency
Andrographis,REQUIRES,Garlic
Garlic,GROWN_IN,India
Garlic,AFFECTED_BY,Sclerotia
Coconut,GROWN_IN,India
Coconut,GROWN_IN,Protected Cultivation
Coconut,GROWN_IN,Tamil Nadu
Coconut,GROWN_IN,Goa
Coconut,GROWN_IN,Tamil Nadu
Coconut,GROWN_IN,Pollachi Tract
Coconut,GROWN_IN,Kanyakumari District
Coconut,GROWN_IN,Coconut Gardens
Coconut,GROWN_IN,Malabar And Kannara Region
Coconut,GROWN_DURING,Rainy Season
Coconut,AFFECTED_BY,Yellowing
Coconut,AFFECTED_BY,Red Palm Weevil
Coconut,AFFECTED_BY,Rhinoceros Beetle
Coconut,AFFECTED_BY,Termites
Coconut,AFFECTED_BY,Leaf Caterpillar
Coconut,AFFECTED_BY,Basal Stem Rot
Coconut,CONTROLLED_BY,Dimethoate
Coconut,CONTROLLED_BY,Naa
Coconut,CONTROLLED_BY,Naa
Coconut,CONTROLLED_BY,Naa
Coconut,CONTROLLED_BY,"2, 4-D"
Coconut,CONTROLLED_BY,Methyldematon
Coconut,DEPENDS_ON,Soil
Coconut,DEPENDS_ON,"2,000 Mm"
Coconut,REQUIRES,Irrigation
Coconut,REQUIRES,Water
Coconut,REQUIRES,Water
Coconut,REQUIRES,Coastal Sandy Soils
Brinjal,GROWN_IN,Soil
Brinjal,GROWN_IN,India
Brinjal,GROWN_IN,Whitefly
Brinjal,GROWN_IN,Tripura
Brinjal,GROWN_IN,West Bengal
Brinjal,GROWN_IN,Insect Traps
Brinjal,AFFECTED_BY,Damping Off
Brinjal,AFFECTED_BY,Root-Knot Nematode
Brinjal,AFFECTED_BY,Pest
Brinjal,AFFECTED_BY,Little Leaf
Brinjal,AFFECTED_BY,Damping Off
Brinjal,AFFECTED_BY,Ash Weevil
Brinjal,AFFECTED_BY,Leaf Hopper
Brinjal,AFFECTED_BY,Hadda Beetle
Brinjal,AFFECTED_BY,Shoot And Fruit Borer
Brinjal,AFFECTED_BY,Phomopsis Blight
Brinjal,AFFECTED_BY,Red Spider Mite
Rose,GROWN_IN,India
Rose,GROWN_IN,Asia
Mealy Bugs,AFFECTED_BY,Tomatoes
Jassids,AFFECTED_BY,Cotton
Jassids,AFFECTED_BY,Methyl Demeton
Caterpillars,AFFECTED_BY,Bacillus Thuringiensis
Caterpillars,AFFECTED_BY,Safflower
Caterpillars,AFFECTED_BY,Bacillus Thuringiensis
Caterpillars,AFFECTED_BY,Bacillus Thuringiensis
Caterpillars,AFFECTED_BY,Bacillus Thuringiensis
Caterpillars,AFFECTED_BY,Parasitic Wasps
Chilli,GROWN_IN,Andhra Pradesh
Chilli,GROWN_IN,India
Chilli,GROWN_IN,Karnataka
Chilli,GROWN_IN,Tamil Nadu
Chilli,GROWN_IN,Maharashtra
Chilli,GROWN_IN,Odisha
Chilli,GROWN_IN,Tripura
Chilli,AFFECTED_BY,Thrips Parvispinus
Chilli,AFFECTED_BY,Basal Stem Rot
Chilli,AFFECTED_BY,Root Knot Nematode
Chilli,AFFECTED_BY,Bacterial Wilt
Chilli,AFFECTED_BY,Phytophthora Root Rot
Chilli,AFFECTED_BY,Root Knot Nematode
Vegetable Crops,AFFECTED_BY,Aphids
Vegetable Crops,AFFECTED_BY,Mealy Bugs
Vegetable Crops,AFFECTED_BY,Jassids
Vegetable Crops,AFFECTED_BY,Hoppers
Whitefly,AFFECTED_BY,Cotton
Whitefly,AFFECTED_BY,Neem Oil
Whitefly,AFFECTED_BY,Acetamiprid
Whitefly,AFFECTED_BY,Fipronil
Whitefly,AFFECTED_BY,Chlorpyriphos
Whitefly,AFFECTED_BY,Acephate
Whitefly,AFFECTED_BY,Water Logging
Whitefly,AFFECTED_BY,Castor
Whitefly,AFFECTED_BY,Water Logging
Whitefly,AFFECTED_BY,Nske
Whitefly,AFFECTED_BY,Phosalone
Whitefly,AFFECTED_BY,Nitrogen
Whitefly,AFFECTED_BY,Triazophos
Whitefly,AFFECTED_BY,Nitrogen
Whitefly,AFFECTED_BY,Nske
Whitefly,AFFECTED_BY,Methylparathion
Whitefly,AFFECTED_BY,Fish Oil Rosin Soap
Whitefly,AFFECTED_BY,Water Logging
Whitefly,CONTROLLED_BY,Thiamethoxam
Whitefly,CONTROLLED_BY,Imidacloprid
Whitefly,CONTROLLED_BY,Chlorpyriphos
Whitefly,CAUSES,Sooty Mould
Cucurbits,GROWN_IN,India
Cucurbits,AFFECTED_BY,Caterpillars
Cucurbits,AFFECTED_BY,Red Vegetable Mite
Amaranthus,GROWN_IN,India
Amaranthus,GROWN_IN,Whitefly
Amaranthus,AFFECTED_BY,Caterpillars
Copper Sulphate,CONTROLLED_BY,Sclerotia
Copper Sulphate,CONTROLLED_BY,Broom Rape
Cow Dung,CONTROLLED_BY,Pests
Cow Dung,REQUIRES,Soil
Rhizobium,DEPENDS_ON,Pulses
Rhizobium,REQUIRES,Seed Treatment
Azospirillum,CONTROLLED_BY,Sorghum
Azospirillum,CONTROLLED_BY,Malathion
Azospirillum,CONTROLLED_BY,Fertilizer
Azospirillum,CONTROLLED_BY,Carbendazim
Azospirillum,CONTROLLED_BY,Pseudomonas Fluorescens
Azospirillum,CONTROLLED_BY,Dimethoate
Azospirillum,CONTROLLED_BY,Biofertilizer
Azospirillum,CONTROLLED_BY,Fym
Azospirillum,CONTROLLED_BY,Thiram
Azospirillum,CONTROLLED_BY,Captan
Azospirillum,CONTROLLED_BY,Neem Seed Kernel Extract
Azospirillum,CONTROLLED_BY,Pseudomonas Fluorescens
Azospirillum,CONTROLLED_BY,Pseudomonas Fluorescens
Azospirillum,CONTROLLED_BY,Pseudomonas Fluorescens
Azospirillum,DEPENDS_ON,Sugarcane
Azospirillum,DEPENDS_ON,Fym
Azospirillum,REQUIRES,Fym
Azospirillum,REQUIRES,N
Azospirillum,REQUIRES,P
Azospirillum,REQUIRES,K
Azospirillum,REQUIRES,Seed Treatment
Azospirillum,REQUIRES,Soil Moisture
Azospirillum,REQUIRES,Seedlings
Azospirillum,PREVENTED_BY,Fym
Blue-Green Algae,REQUIRES,Azolla
Azolla,GROWN_IN,Rice
Azolla,REQUIRES,Soil
Azolla,REQUIRES,Nitrogen
Azolla,REQUIRES,Nitrogen
Penicillium,CAUSES,Sclerotia
Trichoderma,CONTROLLED_BY,Pests
Trichoderma,CONTROLLED_BY,Cowdung
Trichoderma,CONTROLLED_BY,Neemcake
Trichoderma,CONTROLLED_BY,Fym
Trichoderma,CONTROLLED_BY,Seed Treatment
Trichoderma,CONTROLLED_BY,Biopesticides
Trichoderma,CONTROLLED_BY,Botrytis
Trichoderma,CONTROLLED_BY,Botrytis
Trichoderma,CONTROLLED_BY,Biofungicide
Trichoderma,REQUIRES,Soil
Trichoderma,REQUIRES,Nutrients
